449.08	430	903	1456	2131	2154	2250	2262	2833	2834	3515	3960	4578	4696	4725	5269	5986	6202	7129	7452	7453	9057	10456	10655	10722	10847
449.08	430	903	1456	2131	2154	2250	2262	2833	2834	3515	3960	4578	4696	4725	5269	5986	6202	7129	7452	7453	9057	10456	10655	10722	10847
