449.08	112	1411	1438	3151	3243	3244	3245	3246	3247	3248	3249	3251	3252	3331	4031	4432	5126	5541	5544	5550	7709	7989	8967	10619	11108
449.08	112	1411	1438	3151	3243	3244	3245	3246	3247	3248	3249	3251	3252	3331	4031	4432	5126	5541	5544	5550	7709	7989	8967	10619	11108
