449.08	117	609	1162	1415	1853	2037	2849	3331	3762	3803	5068	5702	5901	6056	7066	7556	7582	7697	7706	8465	9539	9944	10042	10789	11073
449.08	117	609	1162	1415	1853	2037	2849	3331	3762	3803	5068	5702	5901	6056	7066	7556	7582	7697	7706	8465	9539	9944	10042	10789	11073
