112.27	183	321	391	407	495	871	1275	1414	1494	1537	2098	2127	2135	2175	2329	2330	2444	2543	2607	2608	2648	2686	2993	3003	3017	3041	3050	3051	3135	3156	3201	3431	3498	3671	3818	3841	3885	3991	4279	4280	4465	4623	4804	4822	4962	4964	5125	5224	5240	5376	5540	5543	5742	5779	6079	6102	6611	6650	6841	6852	6929	7069	7075	7169	7214	7359	7690	7883	8278	8569	9172	9253	9292	9298	9494	9495	9498	9524	9719	9822	9823	9952	9962	10034	10138	10265	10420	10423	10449	10452	10562	10581	10623	10653	10722	10853	10879	11013	11142	11191
112.27	183	321	391	407	495	871	1275	1414	1494	1537	2098	2127	2135	2175	2329	2330	2444	2543	2607	2608	2648	2686	2993	3003	3017	3041	3050	3051	3135	3156	3201	3431	3498	3671	3818	3841	3885	3991	4279	4280	4465	4623	4804	4822	4962	4964	5125	5224	5240	5376	5540	5543	5742	5779	6079	6102	6611	6650	6841	6852	6929	7069	7075	7169	7214	7359	7690	7883	8278	8569	9172	9253	9292	9298	9494	9495	9498	9524	9719	9822	9823	9952	9962	10034	10138	10265	10420	10423	10449	10452	10562	10581	10623	10653	10722	10853	10879	11013	11142	11191
