449.08	30	352	527	764	1231	3165	3264	3404	3467	3565	3571	3623	3638	4652	4943	6087	6233	6334	7628	8221	8738	9716	10375	11059	11116
449.08	30	352	527	764	1231	3165	3264	3404	3467	3565	3571	3623	3638	4652	4943	6087	6233	6334	7628	8221	8738	9716	10375	11059	11116
