701.6875	781	1073	1110	1383	1403	2940	4768	5796	5804	6958	7053	7103	9033	10266	10704	11145
701.6875	781	1073	1110	1383	1403	2940	4768	5796	5804	6958	7053	7103	9033	10266	10704	11145
