449.08	877	1847	1990	2601	4231	4454	5578	6098	6862	7274	7275	7819	7820	7821	7844	7863	7882	7911	8126	8178	9228	9229	9232	10713	11129
449.08	877	1847	1990	2601	4231	4454	5578	6098	6862	7274	7275	7819	7820	7821	7844	7863	7882	7911	8126	8178	9228	9229	9232	10713	11129
