224.54	184	877	1030	1350	1950	2083	2756	2937	2938	3402	3592	5029	5575	6367	6539	6599	6819	6834	7206	7415	7446	7824	7830	7831	7833	7844	7863	7914	7943	7944	8100	8112	8173	8179	8302	8478	8534	9288	9823	9827	10222	10453	10597	10615	10667	10668	10713	10887	10905	11117
224.54	184	877	1030	1350	1950	2083	2756	2937	2938	3402	3592	5029	5575	6367	6539	6599	6819	6834	7206	7415	7446	7824	7830	7831	7833	7844	7863	7914	7943	7944	8100	8112	8173	8179	8302	8478	8534	9288	9823	9827	10222	10453	10597	10615	10667	10668	10713	10887	10905	11117
