561.35	60	381	1046	1440	3205	3216	3688	3834	4917	5139	5878	6166	6234	6507	7296	7669	8795	10188	10615	10693
561.35	60	381	1046	1440	3205	3216	3688	3834	4917	5139	5878	6166	6234	6507	7296	7669	8795	10188	10615	10693
