561.35	52	120	421	685	749	838	3135	3273	3431	3803	4425	4760	4997	5806	6250	6630	6651	6677	7072	9888
561.35	52	120	421	685	749	838	3135	3273	3431	3803	4425	4760	4997	5806	6250	6630	6651	6677	7072	9888
