561.35	1145	1753	1756	1776	2503	3192	4854	4899	4910	5409	5583	6032	7087	7220	8460	8799	9389	10037	10816	11096
561.35	1145	1753	1756	1776	2503	3192	4854	4899	4910	5409	5583	6032	7087	7220	8460	8799	9389	10037	10816	11096
