561.35	759	1417	2424	4327	4445	4765	4788	4789	4790	4791	4792	4793	4794	4795	4796	7809	8437	9428	9730	11045
561.35	759	1417	2424	4327	4445	4765	4788	4789	4790	4791	4792	4793	4794	4795	4796	7809	8437	9428	9730	11045
