280.675	166	294	306	451	673	1392	1805	1903	1915	2046	2330	2351	2385	2450	4108	4227	4229	4902	4915	5038	5083	5698	5973	5990	6892	7386	7390	7629	7805	7821	8256	8324	8932	9230	9369	10236	10281	10538	10999	11197
280.675	166	294	306	451	673	1392	1805	1903	1915	2046	2330	2351	2385	2450	4108	4227	4229	4902	4915	5038	5083	5698	5973	5990	6892	7386	7390	7629	7805	7821	8256	8324	8932	9230	9369	10236	10281	10538	10999	11197
