561.35	13	75	839	1711	2430	3054	3761	4341	4707	4751	5051	5868	7579	9539	9599	9613	9615	9655	9661	10562
561.35	13	75	839	1711	2430	3054	3761	4341	4707	4751	5051	5868	7579	9539	9599	9613	9615	9655	9661	10562
