35	1
93	1
180	1
184	1
682	1
729	1
826	2
899	1
910	1
921	1
923	1
1110	1
1126	1
1349	1
1350	3
1353	1
1410	1
2049	1
2073	1
2105	1
2106	1
2107	1
2110	1
2113	1
2124	1
2128	1
2142	1
2220	1
2381	1
2386	1
2481	1
2540	1
2541	2
2545	1
2550	1
2552	1
2553	2
2555	2
2556	1
2557	1
2891	1
2946	1
2951	2
3047	3
3049	1
3080	1
3264	1
3313	2
3332	1
3422	1
3562	1
3568	1
3569	1
3623	1
3713	1
3886	1
4112	1
4141	1
4671	1
4711	1
4713	1
4714	1
4715	1
4716	1
4758	1
5025	1
5028	1
5430	1
5621	1
5677	1
5757	2
5760	2
5806	1
5809	1
5942	1
6067	1
6085	1
6086	1
6255	1
6335	1
6516	1
6592	1
6597	2
6599	1
6603	1
6927	1
7035	2
7092	1
7112	1
7580	1
7590	1
7637	1
7665	1
7794	1
7964	1
8252	1
8277	1
8280	1
8435	3
8531	1
8534	1
8575	1
8757	1
8848	1
8879	1
8897	1
8927	1
9117	1
9483	1
9561	1
9650	1
10420	1
10423	1
10589	1
10881	1
11053	1
11062	1
11064	1
