2	7
5	2
107	1
121	2
198	1
208	4
215	1
256	7
310	2
369	3
371	3
392	1
412	1
413	2
500	2
520	2
524	2
566	2
609	2
619	1
664	1
669	1
670	1
771	3
808	2
826	2
835	2
836	2
838	3
839	1
840	1
841	6
863	2
866	2
870	4
871	3
919	2
921	1
924	6
984	2
995	1
1063	2
1068	2
1075	2
1077	2
1084	2
1152	1
1212	1
1213	1
1259	5
1308	5
1326	2
1328	2
1353	3
1410	1
1415	5
1427	2
1438	1
1450	1
1505	1
1599	2
1717	2
1727	2
1766	1
1768	1
1779	1
1822	1
1843	1
1844	1
1845	1
1893	1
1949	1
2015	4
2016	2
2042	5
2096	4
2097	1
2107	1
2110	2
2114	1
2116	6
2118	2
2120	1
2124	2
2127	2
2128	6
2141	7
2144	1
2147	1
2159	5
2162	6
2170	2
2172	2
2173	8
2177	2
2178	2
2188	2
2192	2
2194	1
2237	2
2283	4
2308	2
2319	1
2322	6
2344	1
2350	5
2351	2
2380	4
2392	6
2396	1
2397	2
2412	1
2430	5
2442	3
2443	5
2448	2
2460	2
2475	5
2477	2
2501	4
2504	3
2544	4
2597	2
2598	2
2615	1
2638	1
2644	1
2686	2
2689	2
2692	1
2693	2
2773	1
2785	1
2841	2
2937	1
2989	2
2990	5
3029	2
3059	1
3135	2
3139	1
3156	3
3168	4
3243	3
3244	1
3246	2
3311	1
3312	5
3313	2
3336	1
3356	2
3384	1
3486	1
3495	2
3508	1
3535	3
3554	2
3559	6
3572	2
3573	5
3592	6
3651	1
3716	2
3719	2
3756	1
3758	1
3835	1
3838	1
3839	1
3841	1
3851	2
3859	10
3879	1
3885	1
3984	2
3989	2
3990	3
3991	3
4009	1
4031	1
4215	4
4216	5
4217	5
4218	11
4280	3
4292	1
4316	5
4317	2
4341	1
4398	3
4420	1
4432	2
4457	2
4550	2
4579	2
4591	1
4612	1
4633	1
4670	8
4671	3
4699	2
4758	3
4772	2
4779	1
4795	2
4827	1
4848	2
4934	2
5026	2
5027	1
5048	2
5052	2
5094	8
5096	11
5098	6
5100	4
5118	2
5122	1
5128	4
5137	2
5200	2
5263	2
5264	1
5334	3
5338	1
5359	1
5364	1
5382	10
5383	5
5384	2
5404	1
5407	2
5419	2
5436	2
5437	4
5463	2
5520	4
5526	2
5543	9
5544	1
5558	2
5559	7
5568	2
5569	4
5570	4
5655	2
5657	3
5660	2
5663	2
5689	2
5698	3
5703	1
5733	2
5739	1
5740	1
5741	3
5744	2
5745	4
5755	2
5756	2
5757	3
5758	2
5805	2
5806	1
5809	3
5813	2
5833	5
5878	1
5897	1
5910	2
5942	8
5989	1
6010	1
6016	3
6017	1
6128	2
6143	4
6145	1
6155	2
6156	4
6170	4
6211	1
6249	2
6277	1
6286	1
6291	2
6317	4
6348	1
6461	1
6489	5
6515	2
6517	2
6518	1
6529	5
6531	2
6542	3
6547	2
6596	3
6598	4
6627	1
6655	7
6657	2
6660	3
6712	2
6788	1
6858	1
6867	2
6896	2
6908	5
6920	2
6929	1
6953	2
7085	1
7107	1
7217	1
7226	1
7241	1
7271	2
7365	6
7366	3
7367	3
7368	1
7369	2
7370	1
7371	5
7394	2
7420	1
7445	2
7446	2
7450	2
7451	2
7453	1
7454	2
7539	2
7559	5
7564	6
7565	3
7576	2
7577	2
7578	4
7579	1
7585	3
7589	2
7590	2
7610	2
7616	3
7636	1
7650	4
7687	5
7688	8
7693	2
7705	1
7706	1
7707	1
7738	1
7769	1
7802	1
7823	3
7828	1
7897	1
7914	2
7942	2
7965	1
8036	1
8126	1
8190	4
8191	1
8213	4
8216	3
8237	2
8242	1
8252	2
8253	5
8259	1
8269	1
8278	2
8286	2
8354	2
8432	3
8464	2
8492	2
8501	1
8531	6
8536	1
8562	2
8568	2
8628	1
8658	2
8738	1
8890	1
8936	2
8942	1
8976	2
8990	1
9021	4
9027	3
9103	3
9210	9
9237	1
9276	1
9298	2
9306	2
9566	1
9591	5
9608	1
9813	2
9814	1
9819	4
9822	7
9823	2
9830	4
9833	3
9835	3
9849	1
9870	1
9873	2
9949	2
9952	4
9971	2
9993	2
10025	1
10042	2
10122	2
10159	2
10222	2
10224	7
10244	2
10249	2
10257	3
10265	10
10293	1
10365	6
10371	1
10383	1
10396	3
10405	4
10423	4
10424	1
10441	3
10452	3
10600	2
10606	1
10623	2
10655	1
10722	1
10728	2
10738	2
10750	2
10751	3
10839	2
10847	1
10881	2
10887	10
10893	4
10961	2
11043	1
11061	4
11062	2
11069	1
11115	2
11141	2
11174	2
11191	1
11204	1
11209	3
