304	1
447	1
574	1
592	1
665	1
759	1
874	1
1327	1
1533	1
1627	1
1724	1
1789	1
1838	1
1858	1
2096	2
2178	1
2325	1
2326	1
2602	1
2610	1
2735	1
3192	1
3238	1
3312	1
3424	1
3426	1
3428	1
3598	1
3957	1
4265	1
4266	1
4473	1
4489	1
4521	1
4522	1
4535	3
4563	4
4564	2
4711	1
4915	1
4932	1
5008	1
5234	1
5305	1
5528	2
5551	1
5731	1
5736	1
5927	1
6002	1
6083	1
6316	1
6455	1
6484	1
6586	1
6842	2
6937	1
7330	1
7360	1
7373	3
7590	1
7594	1
7689	1
7891	1
7929	1
8078	1
8079	1
8261	1
8456	1
8824	1
8923	1
9083	1
9088	1
9090	2
9157	1
9691	1
9790	1
9978	1
10144	1
10363	1
10368	1
10379	1
10460	1
10527	1
10728	1
10830	1
10864	1
10866	3
10947	1
11061	1
11094	1
11114	1
304	1
447	1
574	1
592	1
665	1
759	1
874	1
1327	1
1533	1
1627	1
1724	1
1789	1
1838	1
1858	1
2096	2
2178	1
2325	1
2326	1
2602	1
2610	1
2735	1
3192	1
3238	1
3312	1
3424	1
3426	1
3428	1
3598	1
3957	1
4265	1
4266	1
4473	1
4489	1
4521	1
4522	1
4535	3
4563	4
4564	2
4711	1
4915	1
4932	1
5008	1
5234	1
5305	1
5528	2
5551	1
5731	1
5736	1
5927	1
6002	1
6083	1
6316	1
6455	1
6484	1
6586	1
6842	2
6937	1
7330	1
7360	1
7373	3
7590	1
7594	1
7689	1
7891	1
7929	1
8078	1
8079	1
8261	1
8456	1
8824	1
8923	1
9083	1
9088	1
9090	2
9157	1
9691	1
9790	1
9978	1
10144	1
10363	1
10368	1
10379	1
10460	1
10527	1
10728	1
10830	1
10864	1
10866	3
10947	1
11061	1
11094	1
11114	1
304	1
447	1
574	1
592	1
665	1
759	1
874	1
1327	1
1533	1
1627	1
1724	1
1789	1
1838	1
1858	1
2096	2
2178	1
2325	1
2326	1
2602	1
2610	1
2735	1
3192	1
3238	1
3312	1
3424	1
3426	1
3428	1
3598	1
3957	1
4265	1
4266	1
4473	1
4489	1
4521	1
4522	1
4535	3
4563	4
4564	2
4711	1
4915	1
4932	1
5008	1
5234	1
5305	1
5528	2
5551	1
5731	1
5736	1
5927	1
6002	1
6083	1
6316	1
6455	1
6484	1
6586	1
6842	2
6937	1
7330	1
7360	1
7373	3
7590	1
7594	1
7689	1
7891	1
7929	1
8078	1
8079	1
8261	1
8456	1
8824	1
8923	1
9083	1
9088	1
9090	2
9157	1
9691	1
9790	1
9978	1
10144	1
10363	1
10368	1
10379	1
10460	1
10527	1
10728	1
10830	1
10864	1
10866	3
10947	1
11061	1
11094	1
11114	1
304	1
447	1
574	1
592	1
665	1
759	1
874	1
1327	1
1533	1
1627	1
1724	1
1789	1
1838	1
1858	1
2096	2
2178	1
2325	1
2326	1
2602	1
2610	1
2735	1
3192	1
3238	1
3312	1
3424	1
3426	1
3428	1
3598	1
3957	1
4265	1
4266	1
4473	1
4489	1
4521	1
4522	1
4535	3
4563	4
4564	2
4711	1
4915	1
4932	1
5008	1
5234	1
5305	1
5528	2
5551	1
5731	1
5736	1
5927	1
6002	1
6083	1
6316	1
6455	1
6484	1
6586	1
6842	2
6937	1
7330	1
7360	1
7373	3
7590	1
7594	1
7689	1
7891	1
7929	1
8078	1
8079	1
8261	1
8456	1
8824	1
8923	1
9083	1
9088	1
9090	2
9157	1
9691	1
9790	1
9978	1
10144	1
10363	1
10368	1
10379	1
10460	1
10527	1
10728	1
10830	1
10864	1
10866	3
10947	1
11061	1
11094	1
11114	1
305	1
448	1
576	1
595	1
669	1
763	1
878	1
1334	1
1541	1
1635	1
1732	1
1796	1
1845	1
1865	1
2103	2
2185	1
2327	1
2328	1
2607	1
2615	1
2740	1
3198	1
3244	1
3320	1
3431	1
3433	1
3435	1
3605	1
3968	1
4279	1
4280	1
4488	1
4504	1
4536	1
4537	1
4550	3
4578	4
4579	2
4726	1
4932	1
4949	1
5025	1
5251	1
5322	1
5544	2
5567	1
5749	1
5754	1
5945	1
6020	1
6100	1
6334	1
6473	1
6501	1
6603	1
6858	2
6952	1
7347	1
7377	1
7391	3
7608	1
7612	1
7707	1
7909	1
7947	1
8096	1
8097	1
8279	1
8473	1
8841	1
8942	1
9103	1
9108	1
9110	2
9177	1
9712	1
9811	1
9998	1
10164	1
10383	1
10388	1
10399	1
10481	1
10547	1
10749	1
10850	1
10885	1
10887	3
10968	1
11083	1
11116	1
11135	1
